timestamp,close,high,low,open,volume,log_returns,volatility_5,momentum_5,market_regime,signal
2010-01-11,30.768592834472656,31.22908820102619,30.54304205542257,31.12570938040366,3055206,-0.021453659963182672,0.01827301590980132,-0.011397677609981264,,
2010-01-12,30.815580368041992,31.25727982441803,30.66521318606764,30.994140016411993,2536765,0.0015259616308428044,0.01679175934571184,-0.012644440719806891,,
2010-01-13,31.670780181884766,31.877532253352282,31.34185342042445,31.858736359541734,2992913,0.02737407679394557,0.023393505601356387,-0.008993497888797778,,
2010-01-14,31.454622268676758,31.71776196707668,31.21027846019454,31.68956951242409,1229459,-0.0068485506525357755,0.020819433266789082,-0.004724215916563637,,
2010-01-15,30.759185791015625,31.238476935621765,30.608821403141313,31.16329336146038,1860243,-0.02235726976992851,0.020395977910801517,-0.004351888392171717,,
2010-01-19,30.777982711791992,30.843769721603117,30.289294984329626,30.402067588887107,2002924,0.0006109127806266591,0.018019249362084516,6.1026156590149404e-05,,
2010-01-20,31.200883865356445,31.276067436425787,30.674604388767726,31.00352837152359,2977744,0.013646836097184003,0.019051367841472613,0.002485201049858389,0.0,0.0
2010-01-21,31.172697067260742,31.792956120322586,30.98474086590367,31.680180743239035,2970814,-0.000903805732907554,0.013075931799043128,-0.003170375455512236,0.0,0.0
2010-01-22,29.81940460205078,31.435837926520474,29.612652497454857,31.39824613287595,4554011,-0.04438327495853106,0.022842520529559696,-0.010677320316711293,2.0,-1.0
2010-01-25,30.355077743530273,30.618217488511327,30.11073389179418,30.439657882908392,2263261,0.017804466982680695,0.02469474106623891,-0.0026449729661894524,2.0,-1.0
2010-01-26,30.42086410522461,30.853166919474,30.411467538172868,30.608823050745475,2387539,0.0021648825303786133,0.024755665507208962,-0.0023341790162390618,2.0,-1.0
2010-01-27,30.599428176879883,30.674611766030925,30.082547902588978,30.148332162871636,1984136,0.0058526295000281055,0.023721577504194367,-0.003893020335670241,2.0,-1.0
2010-01-28,29.997966766357422,31.11631305983403,29.65024678655385,31.088120592452345,2451218,-0.01985171684305059,0.024621092991253094,-0.007682602557698847,2.0,-1.0
