timestamp,open,high,low,close,volume
2022-01-01 00:00:00,46216.94,46943.55,46205.0,46813.2,196.144024
2022-01-01 04:00:00,46813.2,47534.56,46625.98,47210.43,292.661986
2022-01-01 08:00:00,47210.43,47334.56,46715.39,46758.88,221.294388
2022-01-01 12:00:00,46758.88,47487.51,46758.88,47223.62,207.723836
2022-01-01 16:00:00,47223.62,47929.16,47197.26,47329.78,240.885913
2022-01-01 20:00:00,47329.78,47798.39,47224.21,47723.46,172.335287
2022-01-02 00:00:00,47723.46,47750.01,47269.67,47334.47,123.971014
2022-01-02 04:00:00,47334.47,47415.72,46771.46,47173.45,197.476277
2022-01-02 08:00:00,47173.45,47496.67,46976.55,47235.48,93.656774
2022-01-02 12:00:00,47235.48,47442.92,47016.14,47341.68,146.814452
2022-01-02 16:00:00,47341.68,47969.26,46668.04,46924.75,402.680206
2022-01-02 20:00:00,46924.75,47467.73,46820.01,47292.35,150.332624
2022-01-03 00:00:00,47292.35,47292.35,46727.25,46799.76,109.55654
2022-01-03 04:00:00,46799.76,47199.63,46750.31,47051.37,112.903689
2022-01-03 08:00:00,47051.37,47431.67,46780.01,47374.41,150.256572
2022-01-03 12:00:00,47374.41,47568.43,46604.0,46687.88,266.662513
2022-01-03 16:00:00,46687.88,46790.0,46266.56,46373.99,281.690449
2022-01-03 20:00:00,46373.99,46568.7,45709.97,46434.54,442.582027
2022-01-04 00:00:00,46434.54,46536.21,45948.99,46330.26,239.639145
2022-01-04 04:00:00,46330.26,46571.2,46000.38,46545.53,220.210131
2022-01-04 08:00:00,46545.53,46758.87,46300.1,46733.77,172.232033
2022-01-04 12:00:00,46733.77,47550.01,46423.0,46906.19,296.070198
2022-01-04 16:00:00,46906.19,46977.48,45555.5,46052.53,597.559185
2022-01-04 20:00:00,46052.53,46422.72,45760.64,45837.38,243.523469
2022-01-05 00:00:00,45837.38,46545.27,45730.0,46420.16,178.875055
2022-01-05 04:00:00,46420.16,46527.39,46246.21,46403.94,70.526971
2022-01-05 08:00:00,46403.94,47042.87,46125.56,46266.5,185.906902
2022-01-05 12:00:00,46266.5,46819.99,45883.1,46616.37,484.384368
2022-01-05 16:00:00,46616.37,46673.59,44550.0,44686.86,1029.507511
2022-01-05 20:00:00,44686.86,44832.33,42500.01,43429.46,1827.853935
2022-01-06 00:00:00,43429.46,43778.92,42824.88,42833.99,493.757956
2022-01-06 04:00:00,42833.99,43273.54,42613.01,43248.07,510.915965
2022-01-06 08:00:00,43248.07,43273.15,42448.66,42868.95,466.715965
2022-01-06 12:00:00,42868.95,43241.38,42642.81,42950.02,437.841215
2022-01-06 16:00:00,42950.02,43508.42,42763.71,43437.42,258.62938
2022-01-06 20:00:00,43437.42,43580.21,43009.43,43090.91,166.025111
2022-01-07 00:00:00,43090.91,43141.93,41590.67,41790.72,551.84083
2022-01-07 04:00:00,41790.72,41950.0,41005.53,41725.67,497.287088
2022-01-07 08:00:00,41725.67,42721.06,41617.09,42254.56,477.946474
2022-01-07 12:00:00,42254.56,42758.0,40627.57,41320.09,1026.980262
2022-01-07 16:00:00,41320.09,42270.28,40934.56,41764.93,544.548211
2022-01-07 20:00:00,41764.93,42040.95,41348.47,41553.3,212.735987
2022-01-08 00:00:00,41553.3,42235.96,41553.3,41808.38,249.144326
2022-01-08 04:00:00,41808.38,41998.74,41739.0,41913.5,121.568903
2022-01-08 08:00:00,41913.5,42199.12,41767.16,41940.22,183.038052
2022-01-08 12:00:00,41940.22,42055.56,41473.21,41612.01,198.448553
2022-01-08 16:00:00,41612.01,41740.53,40548.15,40840.49,404.914186
2022-01-08 20:00:00,40840.49,42299.99,40726.99,41679.74,399.143737
2022-01-09 00:00:00,41679.74,41828.21,41390.19,41705.22,73.137557
2022-01-09 12:00:00,41705.22,41729.98,41256.42,41602.46,4.439522
2022-01-09 16:00:00,41602.46,42721.58,41000.0,42687.05,313.57783
2022-01-09 20:00:00,42687.05,42765.99,41773.78,41851.07,237.555111
2022-01-10 00:00:00,41851.07,42028.1,41601.21,41976.2,188.144604
2022-01-10 04:00:00,41976.2,42236.95,41840.95,42046.28,161.357666
2022-01-10 08:00:00,42046.28,42110.72,41467.15,41562.32,181.552343
2022-01-10 12:00:00,41562.32,41610.66,39602.0,40983.59,2047.593268
2022-01-10 16:00:00,40983.59,42111.14,40580.4,41289.67,1357.420524
2022-01-10 20:00:00,41289.67,41984.43,41165.72,41819.36,441.987692
2022-01-11 00:00:00,41819.36,42384.99,41558.81,42271.79,214.209972
2022-01-11 04:00:00,42271.79,42358.5,41975.04,42198.19,129.910031
2022-01-11 08:00:00,42198.19,42568.63,41577.32,41843.51,282.0503
2022-01-11 12:00:00,41843.51,42152.72,41270.5,41736.91,627.582381
2022-01-11 16:00:00,41736.91,43080.99,41687.08,42972.04,792.915827
2022-01-11 20:00:00,42972.04,43094.88,42613.98,42730.0,184.543177
2022-01-12 00:00:00,42730.0,42962.2,42449.99,42605.02,185.097546
2022-01-12 04:00:00,42605.02,42859.41,42465.19,42566.23,278.189844
2022-01-12 08:00:00,42566.23,43433.65,42510.99,42935.93,586.27511
2022-01-12 12:00:00,42935.93,44069.9,42879.04,43548.8,486.728875
2022-01-12 16:00:00,43548.8,43886.25,43336.13,43737.11,166.724395
2022-01-12 20:00:00,43737.11,44272.9,43629.67,43905.83,207.166479
2022-01-13 00:00:00,43905.83,44054.98,43422.72,43507.07,89.128074
2022-01-13 04:00:00,43507.07,43795.1,43485.19,43699.99,75.093981
2022-01-13 08:00:00,43699.99,44014.49,43513.06,43603.68,149.132847
2022-01-13 12:00:00,43603.68,44416.95,42871.04,43203.26,1015.416101
2022-01-13 16:00:00,43203.26,43466.99,42535.01,42700.68,939.139275
2022-01-13 20:00:00,42700.68,42888.05,42323.08,42505.92,569.027316
2022-01-14 00:00:00,42505.92,42784.0,42374.22,42638.04,376.512797
2022-01-14 04:00:00,42638.04,42995.89,42555.0,42644.92,517.268014
2022-01-14 08:00:00,42644.92,42678.82,41831.04,42012.95,684.253829
2022-01-14 12:00:00,42012.95,43335.15,41787.03,43111.08,982.230568
2022-01-14 16:00:00,43111.08,43400.01,42777.24,43092.0,464.601493
2022-01-14 20:00:00,43092.0,43446.28,43002.72,43059.96,252.986453
2022-01-15 00:00:00,43059.96,43173.99,42868.55,42931.68,220.308431
2022-01-15 04:00:00,42931.68,43099.76,42732.74,43089.88,212.857545
2022-01-15 08:00:00,43089.88,43283.83,42884.95,43017.58,181.432094
2022-01-15 12:00:00,43017.58,43404.16,42561.34,43400.08,440.250828
2022-01-15 16:00:00,43400.08,43547.8,43233.33,43525.34,261.641694
2022-01-15 20:00:00,43525.34,43789.0,43073.45,43078.45,319.94506
2022-01-16 00:00:00,43078.45,43148.38,42844.68,42974.02,187.973997
2022-01-16 04:00:00,42974.02,43252.06,42855.82,43202.24,166.754231
2022-01-16 08:00:00,43202.24,43304.99,42780.0,42971.32,212.798924
2022-01-16 12:00:00,42971.32,43414.44,42593.91,43214.26,686.26497
2022-01-16 16:00:00,43214.26,43466.45,42799.99,42835.48,286.248809
2022-01-16 20:00:00,42835.48,43263.15,42750.26,43069.51,224.258994
2022-01-17 00:00:00,43069.51,43176.18,42629.9,42647.39,224.512479
2022-01-17 04:00:00,42647.39,42968.01,42352.13,42656.02,413.81644
2022-01-17 08:00:00,42656.02,43442.99,42500.15,42671.31,800.143421
2022-01-17 12:00:00,42671.31,42779.19,42391.06,42479.98,452.915371
2022-01-17 16:00:00,42479.98,42532.67,41841.93,42237.79,639.583447
2022-01-17 20:00:00,42237.79,42372.73,41544.75,42201.99,628.678222
2022-01-18 00:00:00,42201.99,42429.6,41981.82,42040.54,455.777712
2022-01-18 04:00:00,42040.54,42337.28,41899.54,42065.44,454.697583
2022-01-18 08:00:00,42065.44,42065.44,41455.99,41861.18,526.033977
2022-01-18 12:00:00,41861.18,41947.54,41290.33,41583.99,857.713094
2022-01-18 16:00:00,41583.99,41786.0,41384.18,41695.6,482.312625
2022-01-18 20:00:00,41695.6,42673.86,41501.37,42352.18,493.076393
2022-01-19 00:00:00,42352.18,42500.0,41590.01,41700.73,399.631069
2022-01-19 04:00:00,41700.73,41849.94,41173.2,41251.91,345.194203
2022-01-19 08:00:00,41251.91,42158.62,41148.98,42032.2,665.970036
2022-01-19 12:00:00,42032.2,42559.01,41834.69,41996.13,702.716468
2022-01-19 16:00:00,41996.13,42338.08,41700.01,41885.95,727.014937
2022-01-19 20:00:00,41885.95,41993.07,41555.91,41663.81,375.586118
2022-01-20 00:00:00,41663.81,42073.29,41650.0,41924.98,232.291924
