timestamp,open,high,low,close,volume
2024-01-01 00:00:00,42283.59,42769.99,42243.99,42330.49,1214.6694
2024-01-01 04:00:00,42330.49,42500.0,42180.81,42492.47,1113.543978
2024-01-01 08:00:00,42492.47,42762.39,42453.2,42690.2,1202.706113
2024-01-01 12:00:00,42690.2,42846.76,42583.61,42776.81,1155.542366
2024-01-01 16:00:00,42776.81,43549.98,42666.0,43513.92,1587.255021
2024-01-01 20:00:00,43513.92,44184.09,43371.4,44179.55,1808.81836
2024-01-02 00:00:00,44179.55,45500.0,44148.34,45402.38,2181.228562
2024-01-02 04:00:00,45402.38,45633.0,45124.94,45455.53,1815.061496
2024-01-02 08:00:00,45455.53,45876.79,45219.75,45433.99,2145.294645
2024-01-02 12:00:00,45433.99,45800.0,44833.34,45184.82,2187.994255
2024-01-02 16:00:00,45184.82,45397.4,44798.71,45045.35,1988.118611
2024-01-02 20:00:00,45045.35,45300.0,44608.08,44946.9,1645.786795
2024-01-03 00:00:00,44946.9,45410.4,44862.11,45262.69,1496.461524
2024-01-03 04:00:00,45262.69,45384.83,44940.94,45015.37,1390.790832
2024-01-03 08:00:00,45015.37,45499.99,43500.0,43694.19,1926.274195
2024-01-03 12:00:00,43694.19,43716.0,40789.0,42990.0,2507.571522
2024-01-03 16:00:00,42990.0,43561.46,42000.01,42596.66,2164.003975
2024-01-03 20:00:00,42596.66,42964.0,42519.0,42845.22,1462.17596
2024-01-04 00:00:00,42845.22,43220.56,42614.9,43102.79,1886.865344
2024-01-04 04:00:00,43102.79,43273.08,42759.43,42759.43,1785.661161
2024-01-04 08:00:00,42759.43,43233.81,42625.0,43176.32,1874.310036
2024-01-04 12:00:00,43176.32,44322.91,43097.06,44051.09,2210.838199
2024-01-04 16:00:00,44051.09,44437.04,43777.86,43956.48,2279.026935
2024-01-04 20:00:00,43956.48,44729.19,43896.0,44151.09,1993.111886
2024-01-05 00:00:00,44151.09,44282.18,42490.0,43462.61,2002.572672
2024-01-05 04:00:00,43462.61,43922.04,43219.99,43777.48,1631.155728
2024-01-05 08:00:00,43777.48,44317.56,43440.0,43771.1,1635.695701
2024-01-05 12:00:00,43771.1,44108.99,43123.98,43500.0,1965.877103
2024-01-05 16:00:00,43500.0,43804.0,43108.0,43599.99,1826.209696
2024-01-05 20:00:00,43599.99,44339.0,43595.36,44145.11,1465.299896
2024-01-06 00:00:00,44145.11,44214.41,43819.3,43931.1,1351.049681
2024-01-06 04:00:00,43931.1,43971.1,43397.29,43653.2,1687.85277
2024-01-06 08:00:00,43653.2,43771.09,43551.28,43671.97,1414.891552
2024-01-06 12:00:00,43671.97,43920.01,43542.01,43867.18,1098.774388
2024-01-06 16:00:00,43867.18,44148.07,43828.5,43906.35,1313.103221
2024-01-06 20:00:00,43906.35,43980.0,43638.68,43970.14,1085.239553
2024-01-07 00:00:00,43970.14,44259.29,43845.09,43940.41,1383.609157
2024-01-07 04:00:00,43940.41,44099.75,43843.61,44080.0,1212.015725
2024-01-07 08:00:00,44080.0,44167.81,43880.75,44061.09,1485.373503
2024-01-07 12:00:00,44061.09,44480.59,43945.56,44047.56,1685.090443
2024-01-07 16:00:00,44047.56,44260.0,43707.3,44244.77,1333.946817
2024-01-07 20:00:00,44244.77,44269.92,43586.57,43923.71,1472.03513
2024-01-08 00:00:00,43923.71,43986.0,43177.19,43518.21,1790.152777
2024-01-08 04:00:00,43518.21,44320.0,43430.8,43974.56,1347.57228
2024-01-08 08:00:00,43974.56,44684.21,43643.89,44630.66,1539.380899
2024-01-08 12:00:00,44630.66,45325.0,44368.45,44962.58,1520.273523
2024-01-08 16:00:00,44962.58,47237.45,44793.97,46979.35,1621.43347
2024-01-08 20:00:00,46979.35,47204.0,46657.12,46951.03,1871.833641
2024-01-09 00:00:00,46951.03,47150.0,46243.49,46926.97,2122.632607
2024-01-09 04:00:00,46926.97,46940.0,46599.43,46825.52,1948.694219
2024-01-09 08:00:00,46825.52,46874.94,46388.0,46615.99,1965.701822
2024-01-09 12:00:00,46615.99,47050.0,45449.54,46868.08,2192.412237
2024-01-09 16:00:00,46868.08,46975.0,46505.25,46876.01,1944.187099
2024-01-09 20:00:00,46876.01,47972.0,44765.45,46111.04,1994.780865
2024-01-10 00:00:00,46111.04,46243.91,45622.22,46117.1,1823.119034
2024-01-10 04:00:00,46117.1,46186.0,45736.0,45757.98,1692.155584
2024-01-10 08:00:00,45757.98,45861.1,45000.97,45512.46,1891.928933
2024-01-10 12:00:00,45512.46,45655.02,44318.11,45567.48,2203.851108
2024-01-10 16:00:00,45567.48,46666.0,45196.01,46488.3,2296.049884
2024-01-10 20:00:00,46488.3,47689.15,44850.0,46653.6,2240.688464
2024-01-11 00:00:00,46653.6,46750.0,46202.0,46502.16,2043.963185
2024-01-11 04:00:00,46502.16,46507.08,45620.0,46101.41,1716.235814
2024-01-11 08:00:00,46101.41,47149.99,46052.0,47048.47,1563.817694
2024-01-11 12:00:00,47048.47,48967.36,46475.24,46783.78,2269.65077
2024-01-11 16:00:00,46783.78,47017.93,45609.63,46692.29,2064.344539
2024-01-11 20:00:00,46692.29,46975.0,46086.08,46339.17,1773.522802
2024-01-12 00:00:00,46339.17,46515.52,45898.01,45999.43,1816.37644
2024-01-12 04:00:00,45999.43,46380.0,45750.0,46008.3,1952.371014
2024-01-12 08:00:00,46008.3,46289.0,45543.02,45956.61,2221.352547
2024-01-12 12:00:00,45956.61,46109.0,44337.0,44464.0,2148.039745
2024-01-12 16:00:00,44464.0,44675.88,43217.94,43472.56,2296.354891
2024-01-12 20:00:00,43472.56,43978.0,41500.0,42783.0,2235.32993
2024-01-13 00:00:00,42783.0,42999.64,42436.12,42609.94,2314.877117
2024-01-13 04:00:00,42609.94,43254.03,42522.12,43102.97,2054.911125
2024-01-13 08:00:00,43102.97,43253.49,42512.75,42624.01,1973.795891
2024-01-13 12:00:00,42624.01,43254.0,42505.0,43156.0,1977.750076
2024-01-13 16:00:00,43156.0,43184.99,42739.18,42786.35,1898.427758
2024-01-13 20:00:00,42786.35,43040.01,42699.96,42847.98,1345.104824
2024-01-14 00:00:00,42847.98,42889.91,42643.99,42681.81,1449.248507
2024-01-14 04:00:00,42681.81,43060.0,42566.0,43011.09,1210.443401
2024-01-14 08:00:00,43011.09,43077.99,42759.34,42829.98,1103.677532
2024-01-14 12:00:00,42829.98,43005.24,42721.1,42904.39,1292.362221
2024-01-14 16:00:00,42904.39,43010.84,42634.0,42660.0,1577.953477
2024-01-14 20:00:00,42660.0,42743.87,41721.0,41743.92,2276.76408
2024-01-15 00:00:00,41743.92,42640.0,41718.05,42565.99,2152.846144
