timestamp,close,high,low,open,volume,log_returns,volatility_5,momentum_5,market_regime,signal
2017-11-14,337.6310119628906,340.177001953125,316.76300048828125,316.76300048828125,1069680000,0.06394813452443018,0.05531371921921169,0.010174784621997737,,
2017-11-15,333.35699462890625,340.9119873046875,329.81298828125,337.9639892578125,722665984,-0.012739646901066345,0.03780912827593125,0.021584926646538907,,
2017-11-16,330.92401123046875,336.15899658203125,323.6059875488281,333.4429931640625,797254016,-0.007325195982281953,0.03559365842405728,0.010065869837524477,,
2017-11-17,332.3940124511719,334.9639892578125,327.52301025390625,330.1669921875,621732992,0.004432274036711217,0.03142210728106502,0.015304009355187293,,
2017-11-18,347.61199951171875,349.6159973144531,327.68701171875,331.9800109863281,649638976,0.04476586409432523,0.033897338155307453,0.01861628595442367,,
2017-11-19,354.385986328125,371.2909851074219,344.739990234375,347.4010009765625,1181529984,0.019299762155328023,0.023145806045384607,0.009686611480603236,0.0,1.0
2017-11-20,366.7300109863281,372.1369934082031,353.28900146484375,354.093994140625,807027008,0.03423923644738788,0.02122147839799862,0.01908238815029408,0.0,1.0
2017-11-21,360.4010009765625,372.4700012207031,350.6929931640625,367.4429931640625,949912000,-0.017408609298207502,0.024572860699531907,0.01706570548710897,0.0,1.0
2017-11-22,380.6520080566406,381.4200134277344,360.1470031738281,360.31201171875,800819008,0.05466828993951428,0.02812881636491943,0.027112908667669588,0.0,1.0
2017-11-23,410.1659851074219,425.5480041503906,376.0880126953125,381.4389953613281,1845680000,0.07467632642318546,0.035130634645243866,0.03309500113344163,0.0,1.0
2017-11-24,474.9110107421875,480.9729919433594,402.75799560546875,412.5010070800781,2292829952,0.14656552117983032,0.05996370064344872,0.05854815293834209,0.0,1.0
2017-11-25,466.2760009765625,485.1919860839844,461.0530090332031,475.6759948730469,1422080000,-0.01834970510458122,0.0691950492725864,0.048030364627948276,0.0,1.0
2017-11-26,471.3299865722656,472.7229919433594,451.6059875488281,465.9739990234375,1197779968,0.010780721565864352,0.06343927864535973,0.05366823080076264,0.0,1.0
2017-11-27,480.3550109863281,493.4049987792969,468.4849853515625,471.531005859375,1396480000,0.018966979610970953,0.06528098556278737,0.04652796873505398,0.0,1.0
2017-11-28,472.9020080566406,482.4800109863281,466.34698486328125,480.51800537109375,1346499968,-0.01563724084813564,0.06798401183279056,0.028465255280789754,0.0,1.0
2017-11-29,427.52301025390625,522.3070068359375,425.0710144042969,473.281005859375,2675940096,-0.1008800838177914,0.0474973207510147,-0.021023865718734585,1.0,-1.0
