timestamp,open,high,low,close,volume,log_returns,volatility_5,momentum_5,market_regime,signal
2022-01-01 20:00:00,47329.78,47798.39,47224.21,47723.46,172.335287,0.008283405195243223,0.008078630258971107,0.0038515772902533627,,
2022-01-02 00:00:00,47723.46,47750.01,47269.67,47334.47,123.971014,-0.00818431815860922,0.00907524294909684,0.0005247879945658868,,
2022-01-02 04:00:00,47334.47,47415.72,46771.46,47173.45,197.476277,-0.0034075484002912115,0.007656376695830803,0.001765410021566072,,
2022-01-02 08:00:00,47173.45,47496.67,46976.55,47235.48,93.656774,0.0013140707966086095,0.006204146043447235,5.022279510319e-05,,
2022-01-02 12:00:00,47235.48,47442.92,47016.14,47341.68,146.814452,0.002245786289955602,0.00620417096812707,5.027914458140062e-05,,
2022-01-02 16:00:00,47341.68,47969.26,46668.04,46924.75,402.680206,-0.008845836607723076,0.005163363137781882,-0.0033755692160118587,0.0,0.0
2022-01-02 20:00:00,46924.75,47467.73,46820.01,47292.35,150.332624,0.0078032939944994205,0.006272229336232153,-0.00017804678539013098,0.0,0.0
2022-01-03 00:00:00,47292.35,47292.35,46727.25,46799.76,109.55654,-0.010470474097050202,0.0077924777636951695,-0.0015906319247419288,0.0,0.0
2022-01-03 04:00:00,46799.76,47199.63,46750.31,47051.37,112.903689,0.005361908861762999,0.00835934156616096,-0.000781064311711051,0.0,0.0
2022-01-03 08:00:00,47051.37,47431.67,46780.01,47374.41,150.256572,0.006842225932096943,0.009003355538058354,0.0001382236167172174,0.0,0.0
2022-01-03 12:00:00,47374.41,47568.43,46604.0,46687.88,266.662513,-0.014597607415709864,0.010654300169334132,-0.0010121305448801403,0.0,0.0
2022-01-03 16:00:00,46687.88,46790.0,46266.56,46373.99,281.690449,-0.006745860368781067,0.009577118796117338,-0.003921961417536238,0.0,0.0
2022-01-03 20:00:00,46373.99,46568.7,45709.97,46434.54,442.582027,0.0013048371435478783,0.008994298633878864,-0.0015668991694166214,0.0,0.0
2022-01-04 00:00:00,46434.54,46536.21,45948.99,46330.26,239.639145,-0.002248267530903943,0.008131152391069431,-0.0030889344479500098,0.0,0.0
2022-01-04 04:00:00,46330.26,46571.2,46000.38,46545.53,220.210131,0.0046356620062367754,0.00749216617276365,-0.003530247233122044,0.0,0.0
2022-01-04 08:00:00,46545.53,46758.87,46300.1,46733.77,172.232033,0.004036056349732853,0.004739462503103428,0.0001964855199664996,1.0,0.0
2022-01-04 12:00:00,46733.77,47550.01,46423.0,46906.19,296.070198,0.003682620002375982,0.0028309161897434477,0.0022821815941979095,1.0,0.0
2022-01-04 16:00:00,46906.19,46977.48,45555.5,46052.53,597.559185,-0.01836694821122653,0.009747972579344311,-0.0016521754767569723,0.0,0.0
2022-01-04 20:00:00,46052.53,46422.72,45760.64,45837.38,243.523469,-0.00468278602426145,0.009845503746956306,-0.0021390791754284737,0.0,0.0
2022-01-05 00:00:00,45837.38,46545.27,45730.0,46420.16,178.875055,0.012633932180333306,0.01169707289676214,-0.0005394251406091674,0.0,0.0
2022-01-05 04:00:00,46420.16,46527.39,46246.21,46403.94,70.526971,-0.0003494782101864855,0.011429572648412264,-0.001416532052593035,0.0,0.0
2022-01-05 08:00:00,46403.94,47042.87,46125.56,46266.5,185.906902,-0.002966212327710371,0.011069093082836639,-0.002746298518610306,0.0,0.0
2022-01-05 12:00:00,46266.5,46819.99,45883.1,46616.37,484.384368,0.007533609905591111,0.007375691915746175,0.0024338131047532225,1.0,0.0
2022-01-05 16:00:00,46616.37,46673.59,44550.0,44686.86,1029.507511,-0.042272268324873276,0.02169675795278937,-0.005084083355369143,3.0,-1.0
2022-01-05 20:00:00,44686.86,44832.33,42500.01,43429.46,1827.853935,-0.028541486005438068,0.02109642075481734,-0.013319166992523418,3.0,-1.0
2022-01-06 00:00:00,43429.46,43778.92,42824.88,42833.99,493.757956,-0.013806066378960716,0.01984971136773901,-0.016010484626278264,3.0,-1.0
2022-01-06 04:00:00,42833.99,43273.54,42613.01,43248.07,510.915965,0.009620661815789107,0.022534201303379086,-0.013493109797578368,3.0,-1.0
